,embed,bias
4325, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyharold rogers ,0.0
4326, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4327, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4328, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4329, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4330, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4331, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4332, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4333, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4334, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,1.0
4335, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4336, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4337, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4338, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4339, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4340, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4341, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4342, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4343, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4344, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4345, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,1.0
4346, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4347, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4348, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4349, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4350, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4351, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4352, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4353, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4354, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,1.0
4355, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4356, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4357, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4358, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4359, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4360, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4361, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4362, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4363, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4364, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,1.0
4365, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4366, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4367, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4368, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyileana ros lehtinen ,0.0
4369, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep lucille roybal allard ,0.0
4370, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep lucille roybal allard ,1.0
4371, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep lucille roybal allard ,1.0
4372, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep lucille roybal allard ,0.0
4373, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep lucille roybal allard ,0.0
4374, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep lucille roybal allard ,1.0
4375, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyed royce ,0.0
4376, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyed royce ,0.0
4377, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyed royce ,0.0
4378, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyed royce ,0.0
4379, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyed royce ,0.0
4380, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyed royce ,0.0
4381, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman bobby l rush ,0.0
4382, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4383, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4384, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4385, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4386, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4387, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4388, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4389, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4390, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4391, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4392, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike d rogers ,0.0
4393, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydutch ruppersberger ,0.0
4394, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydutch ruppersberger ,0.0
4395, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydutch ruppersberger ,0.0
4396, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydutch ruppersberger ,0.0
4397, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydutch ruppersberger ,0.0
4398, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tim ryan ,0.0
4399, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tim ryan ,0.0
4400, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tim ryan ,0.0
4401, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman dave reichert ,0.0
4402, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman dave reichert ,0.0
4403, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman dave reichert ,0.0
4404, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman dave reichert ,0.0
4405, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep peter roskam ,1.0
4406, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep peter roskam ,0.0
4407, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep peter roskam ,0.0
4408, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep peter roskam ,0.0
4409, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydr phil roe ,0.0
4410, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydr phil roe ,0.0
4411, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydr phil roe ,0.0
4412, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydr phil roe ,0.0
4413, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbydr phil roe ,1.0
4414, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbytom rooney ,1.0
4415, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbytom rooney ,0.0
4416, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbytom rooney ,1.0
4417, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep tom reed ,0.0
4418, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep tom reed ,0.0
4419, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep tom reed ,0.0
4420, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep tom reed ,0.0
4421, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jim renacci ,0.0
4422, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jim renacci ,0.0
4423, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jim renacci ,0.0
4424, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jim renacci ,0.0
4425, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jim renacci ,0.0
4426, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman reid ribble ,0.0
4427, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman reid ribble ,0.0
4428, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep cedric richmond ,0.0
4429, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep cedric richmond ,0.0
4430, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep cedric richmond ,0.0
4431, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep cedric richmond ,0.0
4432, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep cedric richmond ,0.0
4433, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep cedric richmond ,0.0
4434, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative scott rigell ,0.0
4435, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative scott rigell ,0.0
4436, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative scott rigell ,1.0
4437, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative scott rigell ,0.0
4438, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative martha roby ,0.0
4439, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative martha roby ,0.0
4440, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative martha roby ,0.0
4441, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative martha roby ,0.0
4442, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative martha roby ,0.0
4443, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative martha roby ,0.0
4444, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative martha roby ,0.0
4445, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4446, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4447, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4448, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,1.0
4449, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4450, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,1.0
4451, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4452, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4453, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,1.0
4454, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,1.0
4455, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,1.0
